id,createdAt,updatedAt,deletedAt,name,description,parentTypeId,csiCode
a582b495-0662-4d61-8049-848bec00cf9e,2024-02-01T20:10:26.878Z,2024-02-01T20:10:26.878Z,,Air-Cooled Centrifugal Water Chillers,Air-Cooled Centrifugal Water Chillers,2649813c-ba7d-4852-82b4-ff2987f4bc42,23 64 16.13
ea8a7fb8-9f1e-4d8c-bde7-b67521b51aea,2024-02-01T20:10:32.680Z,2024-02-01T20:10:32.680Z,,"Air-Cooled, Modular Water Chillers","Air-Cooled, Modular Water Chillers",12285a84-0982-4a6c-a513-3765c594ff5a,23 64 33.13
fd11bf76-fb96-4d01-8fdf-875daf6d638e,2025-09-26T17:40:25.555Z,2025-09-26T17:40:25.555Z,,Air-Cooled Refrigerant Condensers,Air-Cooled Refrigerant Condensers,e6e7ab3e-16a9-490e-8e3b-6dbdd9d62936,23 63 13
35fba7ff-a70d-439e-a8f1-feab6f7c4a6e,2024-02-01T20:10:30.956Z,2024-02-01T20:10:30.956Z,,"Air-Cooled, Rotary-Screw Water Chillers","Air-Cooled, Rotary-Screw Water Chillers",edc48f49-e2f6-43e0-9881-b94c26562ff4,23 64 26.13
8dc47e93-c770-4f94-881e-d3d106bb06de,2024-02-01T20:10:29.184Z,2024-02-01T20:10:29.184Z,,Air-Cooled Scroll Water Chillers,Air-Cooled Scroll Water Chillers,7d9fda7c-2d54-4d03-b45c-98e133e4e146,23 64 23.13
522794c3-499d-4366-95f1-89215315c894,2024-02-01T20:10:21.110Z,2024-02-01T20:10:21.110Z,,Air Curtains,Air Curtains,705363ff-26fc-4460-b413-8e1e894bc068,23 34 33
55d6a4cb-4cb4-4aaa-8808-6d94742ccaed,2025-01-01T22:41:03.096Z,2025-01-02T16:24:23.477Z,,Air Distribution,HVAC Air Distribution Systems,e4a1b368-9968-49fe-ae3f-be45511209e9,23 30 00
0278444d-fcc7-4cfb-ab97-1e3313021db8,2025-01-01T22:41:03.096Z,2025-01-01T22:41:03.096Z,,Air Duct Accessories,Duct System Components,55d6a4cb-4cb4-4aaa-8808-6d94742ccaed,23 33 00
42900260-9152-49ee-a2b5-4a4802e0bda7,2025-01-01T22:41:03.096Z,2025-01-01T22:41:03.096Z,,Air Outlets and Inlets,Air Distribution Devices,55d6a4cb-4cb4-4aaa-8808-6d94742ccaed,23 37 00
6404a0e4-7c4b-4119-b095-b853dfe9e8f4,2025-01-01T22:41:03.096Z,2025-01-01T22:41:03.096Z,,Air-Side Heat Recovery,Air-Side Recovery Systems,fb0a32f9-904d-4c03-87f7-a582dfe6ef50,23 81 56
0843e1d6-b810-4e57-9e22-c8ff44350ac4,2025-06-18T15:51:49.978Z,2025-06-18T15:51:49.978Z,,Air-Source Central Heat Pumps,Air-to-water heat pumps serving a central plant.,56a7d7df-6266-42da-a249-078975e44aaf,23 77 13
dbe0d90e-013e-49b3-b002-e1700b06393c,2025-01-01T22:41:03.096Z,2025-01-01T22:41:03.096Z,,Air-Source Heat Pumps,Air-Source Heat Pump Systems,ff75bdcf-ae42-4432-ba86-1d169eab66a8,23 81 43
8f0a3c4a-455a-4598-8294-0b49f76e5658,2024-02-01T20:10:54.021Z,2024-02-01T20:10:54.021Z,,Air-Source Unitary Heat Pumps,Air-Source Unitary Heat Pumps,174183bd-4857-40f0-8a58-b4765dc80652,23 81 43
f84d88fe-33b6-4035-b0a2-4a5b5e4dbaf0,2024-10-23T14:39:50.242Z,2025-01-01T22:41:03.096Z,,Air Terminal Units,Terminal Units,55d6a4cb-4cb4-4aaa-8808-6d94742ccaed,23 36 00
a0983310-d16e-4542-ab0a-009ff55c8c9c,2025-01-01T22:41:03.096Z,2025-01-01T22:41:03.096Z,,Air-to-Air Energy Recovery Equipment,Energy Recovery Systems,540e5cb0-3f55-4fd3-a46a-7793edda0f14,23 72 00
231203a1-1344-4482-b4f4-9db37c99b445,2025-01-01T22:41:03.096Z,2025-01-01T22:41:03.096Z,,Air Treatment Equipment,Compressed Air Treatment,515d223a-b9b6-4490-82e4-12c2153962c8,22 15 16
dda067ed-3f83-48dc-8e5b-714737a82c37,2025-01-02T16:32:46.057Z,2025-01-02T16:32:46.057Z,,Aluminum Condensing Boilers,"Aluminum condensing boilers are high-efficiency heating systems that utilize aluminum heat exchangers to maximize thermal transfer and extract additional heat from exhaust gases, offering improved energy efficiency and reduced operational costs.",a8f2e2f0-870a-494f-86ad-900740254871,23 52 16.16
f164f5c3-3499-45e9-9e39-a282f216800c,2025-01-01T22:41:03.096Z,2025-01-01T22:41:03.096Z,,Application-Specific Controllers,Local Controllers,2b1c3729-fe4e-4b42-92cf-8507709d56a7,25 13 16
226ee0ff-2fdd-456a-8d43-d7300f163b4f,2025-01-02T19:52:06.554Z,2025-01-02T19:52:06.554Z,,Area Lighting,"Area lighting consists of outdoor illumination systems designed to provide broad, uniform lighting for large spaces such as parking lots, parks, and public gathering areas, ensuring visibility and safety.",b743c3f0-ca37-4509-8738-8dec2521fdf9,26 56 23
290ef9aa-853f-451a-8842-955139b03306,2025-01-02T19:49:31.152Z,2025-01-02T19:49:31.152Z,,Athletic Field Lighting,"Athletic field lighting consists of high-intensity lighting systems designed to illuminate sports fields and arenas, ensuring optimal visibility for players and spectators during evening or low-light conditions.",e66d5fe4-af5c-486e-a196-d0005531b1f3,26 55 68
abdf2bee-eec0-45ae-9c15-e278b658e2a7,2025-01-02T17:14:55.290Z,2025-01-02T17:14:55.290Z,,Atomizing Humidifiers,"Atomizing humidifiers use a high-frequency vibrating plate or ultrasonic technology to break water into a fine mist, dispersing microscopic water droplets into the air to increase humidity levels. These units typically operate quietly and can provide efficient humidification for residential and commercial spaces.",83d0c691-a32c-47fa-8ba9-311bb3cc653e,23 84 13.19
cc5b56fc-44c3-44b0-900e-1d2194d4a15f,2024-02-01T20:10:18.361Z,2024-02-01T20:10:18.361Z,,Automatic Condensate Pump Units,Automatic Condensate Pump Units,2ebeaa43-cd12-432e-86c6-92f04701bd68,23 21 29
58ed09c4-545e-48cd-b0be-c708f1743b3b,2024-02-01T20:11:00.692Z,2025-01-01T22:41:03.096Z,,Automatic Transfer Switches,Automatic Transfer Equipment,0c773dcb-efff-48d6-bc69-665e78f45154,26 36 23
325195ec-2b34-47df-8649-72c4d599c693,2024-02-01T20:10:19.365Z,2024-02-01T20:10:19.365Z,,Axial HVAC Fans,Axial HVAC Fans,705363ff-26fc-4460-b413-8e1e894bc068,23 34 13
04a21ae1-8d43-46c4-b6aa-8ecf3eb084e4,2025-01-02T16:17:40.089Z,2025-01-02T16:17:40.089Z,,Backdraft Dampers,"Backdraft dampers are one-way airflow valves that automatically prevent reverse airflow in ventilation systems, allowing air to move in a single intended direction while blocking unwanted air or gas backflow. They are typically used in applications like exhaust systems, HVAC ducts, and industrial ventilation to maintain proper air pressure and prevent contamination or pressure equalization.",0278444d-fcc7-4cfb-ab97-1e3313021db8,23 33 13.23
b204acac-411f-4b73-bcbe-519a1dfaa1a0,2025-01-01T22:41:03.096Z,2025-01-01T22:41:03.096Z,,Bag Air Filters,Bag Filter Systems,c19e260d-6fe9-40eb-8afe-672d44735c4c,23 41 16
7525f625-ef6f-44e0-ac78-09a69702174e,2025-06-16T19:39:15.202Z,2025-06-16T19:39:15.202Z,,Base Bid Lump Sum,"Provide a total price for the entirety of your equipment. Purchasers may request individual package pricing prior to the bid due date. Use this section to provide discounts if a purchaser decides to buy ""All"" of your proposed scope of work.",,00 00 00
0bc576ac-02a8-4930-941f-9a291dbf0c65,2024-02-01T20:10:16.612Z,2024-02-01T20:10:16.612Z,,"Base-Mounted, Centrifugal Hydronic Pumps","Base-Mounted, Centrifugal Hydronic Pumps",bf2d73e0-a13f-421a-b9d5-6c6c52a59ba9,23 21 23.16
6e2c4696-b726-4b73-a6ed-f9f3b44fbb5b,2025-01-01T22:41:03.096Z,2025-01-01T22:41:03.096Z,,Basic PDUs,Basic Power Distribution,87a83478-9eb5-4fb4-8368-65a9794c696c,26 46 26
d9d8ca46-308e-4621-b67f-217d4a1e468a,2025-01-01T22:41:03.096Z,2025-01-02T19:26:19.626Z,,Batteries,Battery Storage Systems,7a2e38b5-f65c-4dc8-b02f-e916e80e2974,26 33 13
93f6cfcd-f3c8-4add-9d54-5d5786407397,2025-01-01T22:41:03.096Z,2025-01-01T22:41:03.096Z,,Battery Chargers,Battery Charging Systems,7a2e38b5-f65c-4dc8-b02f-e916e80e2974,26 33 16
7a2e38b5-f65c-4dc8-b02f-e916e80e2974,2025-01-01T22:41:03.096Z,2025-01-01T22:41:03.096Z,,Battery Equipment,Battery Systems,973b270f-1b84-4ddb-96cd-61f9deb9dcbf,26 33 00
2e1b3053-c181-4d85-9036-80e0702cbfc5,2025-01-01T22:41:03.096Z,2025-01-01T22:41:03.096Z,,Battery Monitoring Systems,Battery Monitoring Equipment,7a2e38b5-f65c-4dc8-b02f-e916e80e2974,26 33 15
a6d0e6e0-3839-49f1-845b-23c48a016bec,2025-01-01T22:41:03.096Z,2025-01-01T22:41:03.096Z,,Battery Testing Equipment,Battery Testing,e3e70180-32e1-4b15-8768-949e74c07dc9,26 35 16
7250ed37-10ea-4cf2-bdb5-174aacf9c726,2025-01-02T19:27:18.276Z,2025-01-02T19:27:18.276Z,,Battery Units,"Pre-assembled battery packages containing multiple cells, mounting hardware, and integrated monitoring systems designed for specific voltage and capacity requirements.",7a2e38b5-f65c-4dc8-b02f-e916e80e2974,26 33 19
b973541b-525a-4aaf-aa12-f2b2c7446518,2025-01-01T22:41:03.096Z,2025-01-01T22:41:03.096Z,,Bipolar Ionization Systems,BPI Air Treatment,b52c4420-9ce7-42b0-b70b-518a0f27df36,23 44 16
9f15a4b3-259f-4323-b71f-8704e2b98b11,2025-01-01T22:41:03.096Z,2025-01-01T22:41:03.096Z,,Branch Circuit Monitors,Circuit Monitoring Devices,bf5f4bbb-2a98-44b3-9923-9d6677c34d9e,26 45 13.16
47642ee8-57f0-467c-9b82-75fe2895d86b,2025-01-02T19:50:09.713Z,2025-01-02T19:50:09.713Z,,Broadcast Lighting,"Broadcast lighting comprises specialized systems designed to provide consistent, high-quality illumination for television, film, and live production, ensuring optimal visibility and accurate color rendering on camera.",e66d5fe4-af5c-486e-a196-d0005531b1f3,26 55 83
2fd0be7d-b72a-46ce-848e-90d4c6d2c8e9,2025-01-01T22:41:03.096Z,2025-01-01T22:41:03.096Z,,Building Controllers,Main Controllers,2b1c3729-fe4e-4b42-92cf-8507709d56a7,25 13 13
28272f1a-2474-4480-a0de-79986ed10b6a,2025-01-01T22:41:03.096Z,2025-01-01T22:41:03.096Z,,Building Power Management,Building Power Software,1ca37320-9125-4e36-8f0a-208f5cf306d9,26 45 26
79186cbc-10df-4594-91d7-30cc903524bd,2025-01-01T22:41:03.096Z,2025-01-01T22:41:03.096Z,,Busway,Electrical Busway Systems,e3196bf3-e541-45fb-9421-2fb3e07f3cfd,26 25 13
64108d13-acc3-41f1-b3a6-4df52c61baad,2025-01-01T22:41:03.096Z,2025-01-01T22:41:03.096Z,,Busway Systems,Data Center Busway,364a2719-2ce1-4089-8df2-fbf56785e5ff,26 46 13
910f1f9b-088e-4feb-842b-ff137bdb8def,2025-01-01T22:41:03.096Z,2025-01-01T22:41:03.096Z,,Bypass Isolation ATS,Bypass Transfer Systems,58ed09c4-545e-48cd-b0be-c708f1743b3b,26 36 23.19
41db3276-92be-4f8f-b5e0-0286ff305346,2025-01-01T22:41:03.096Z,2025-01-01T22:41:03.096Z,,Bypass-Isolation Transfer Switches,Bypass Transfer Equipment,0c773dcb-efff-48d6-bc69-665e78f45154,26 36 19
d3400b97-d382-47e1-8d2e-b54524e40d4d,2024-02-01T20:10:56.990Z,2024-02-01T20:10:56.990Z,,Cabinet Unit Heaters,Cabinet Unit Heaters,b9b3ef9d-fbdc-465c-9b5c-a149b805b33d,23 82 39.13
10420793-9f77-4eba-8768-bd51be9bba6e,2025-01-01T22:41:03.096Z,2025-01-01T22:41:03.096Z,,Capacitor Banks,PF Correction Capacitors,f30e33ce-4327-433e-9d21-88cfae98f2e3,26 43 33
4d97c5a0-a84b-443c-8b95-d30f285e806d,2025-01-02T19:33:40.150Z,2025-01-02T19:33:40.150Z,,Capacitors,"Capacitors are electrical components used to store and release energy in an electrical circuit, commonly employed for power factor correction, voltage stabilization, and filtering applications in power systems.",d3352a89-05d6-4a8c-88de-5502879c8663,26 35 13
4a6b5eed-f430-4e73-ae18-0e95cfd54e42,2025-01-01T22:41:03.096Z,2025-01-01T22:41:03.096Z,,Carbon-Dioxide Fire-Extinguishing Systems,CO2 Systems,b9d297c0-e088-4fa2-855d-029491de5baf,21 21 00
577d85cc-16f6-4490-9ffd-4e3d49a63228,2025-01-01T22:41:03.096Z,2025-01-01T22:41:03.096Z,,Carbon Filters,Carbon Filtration Systems,f499f15e-59b4-445d-89b6-58d3111fd3bc,23 42 13
5b41455b-a698-4ddf-adee-43a782764f65,2025-01-02T16:34:17.106Z,2025-01-02T16:34:17.106Z,,Cast-Iron Boilers,"Cast-iron boilers are traditional heating systems known for their durability, long service life, and excellent heat retention, utilizing heavy-duty cast-iron heat exchangers to provide reliable and consistent thermal energy for residential and commercial applications.",60b323a2-cc25-421d-822f-c3bc9a601b18,23 52 23
96e3c67f-58e4-4b2e-acd4-884ab173b553,2025-01-01T22:41:03.096Z,2025-01-01T22:41:03.096Z,,Ceiling Diffusers,Ceiling-Mounted Air Diffusers,8102129d-90c1-4eba-9f1e-4ade21100199,23 37 13.13
5a722346-9839-40ec-836b-61db06ae3b1b,2025-01-02T19:42:49.606Z,2025-01-02T19:42:49.606Z,,Ceiling Fans*,"Ceiling fans are mechanical devices mounted on ceilings designed to circulate air for improved ventilation and comfort, often integrated with lighting for dual functionality in indoor spaces.",feaf10ee-9c91-4941-a9bb-2d5dfe6ef35c,26 51 15
b6ee7cb5-ff76-4927-be78-011dc229a466,2025-01-02T19:27:44.783Z,2025-01-02T19:27:44.783Z,,Central Battery Equipment,"Central Battery Equipment (26 33 23): Centralized power systems incorporating batteries, charging equipment, and distribution panels designed to provide backup power to multiple connected loads or areas from a single location.",7a2e38b5-f65c-4dc8-b02f-e916e80e2974,26 33 23
776895b8-b33d-4ae7-86e6-c6c6355e57fc,2025-01-02T19:28:08.488Z,2025-01-02T19:28:08.488Z,,Central Battery Equipment for Emergency Lighting,Central Battery Equipment for Emergency Lighting (26 33 23.13): Centralized emergency power systems specifically engineered to provide reliable backup power to emergency lighting fixtures throughout a facility during main power failures.,b6ee7cb5-ff76-4927-be78-011dc229a466,26 33 23.13
dbc9fa0d-728c-4a9f-86df-120fee0fb996,2025-01-02T19:00:10.440Z,2025-01-02T19:00:10.440Z,,Central Dimming Controls,"Automated lighting control systems that provide centralized dimming capabilities across multiple zones or areas, allowing for preset scenes, scheduled adjustments, and energy management through variable light levels.",d07f608b-5c34-402b-8280-c29e692ba41f,26 09 33
56a7d7df-6266-42da-a249-078975e44aaf,2025-06-18T15:51:33.789Z,2025-06-18T15:51:33.789Z,,Central Heat Pumps,Heat pumps that serve a central plant rather than an individual system.,540e5cb0-3f55-4fd3-a46a-7793edda0f14,23 77 00
540e5cb0-3f55-4fd3-a46a-7793edda0f14,2025-01-01T22:41:03.096Z,2025-01-01T22:41:03.096Z,,Central HVAC Equipment,Central HVAC Systems,e4a1b368-9968-49fe-ae3f-be45511209e9,23 70 00
33dbef9f-607c-475b-9472-30664c581b14,2025-01-01T22:41:03.096Z,2025-01-01T22:41:03.096Z,,Central UPS Systems,Centralized UPS,9fb8e41e-88b6-4e5e-b67f-65f08c71b070,26 33 41
e4addf2e-aba6-4602-8985-891211fd8840,2025-01-01T22:41:03.096Z,2025-01-01T22:41:03.096Z,,Centrifugal Fire Pumps,Fire Water Pumps,ed1ace35-a523-47c3-9ee8-5d264de8d6a0,21 31 00
5f8252fe-6cc4-47a4-be5d-e9608420df5b,2024-02-01T20:10:19.947Z,2024-02-01T20:10:19.947Z,,Centrifugal HVAC Fans,Centrifugal HVAC Fans,705363ff-26fc-4460-b413-8e1e894bc068,23 34 16
2649813c-ba7d-4852-82b4-ff2987f4bc42,2024-02-01T20:10:26.299Z,2024-02-01T20:10:26.299Z,,Centrifugal Water Chillers,Centrifugal Water Chillers,376337dc-fee4-4321-ae1a-e99e490022f6,23 64 16
65f4637d-e891-4ec0-8630-aad7adc80945,2025-01-01T22:41:03.096Z,2025-01-01T22:41:03.096Z,,Chemical Filters,Chemical Filtration Systems,f499f15e-59b4-445d-89b6-58d3111fd3bc,23 42 16
76f1d585-94ec-4a0e-91db-f33fe1866f8b,2024-12-19T14:17:40.470Z,2025-01-01T22:41:03.096Z,,Chemical Water Treatment,Chemical Water Treatment,e4a1b368-9968-49fe-ae3f-be45511209e9,23 25 13
94199660-4ccc-4ec7-9b0c-b24d7a495d7a,2025-01-02T17:03:06.546Z,2025-01-02T17:03:06.546Z,,Chilled Beams,"A ceiling-mounted HVAC terminal device that uses chilled or heated water to condition spaces through convection and radiation, offering efficient cooling and heating without requiring ductwork.",6982528f-31ed-4a2c-adb7-f361fa284b6f,23 82 14
25e366a6-11bf-495e-9b58-2df903bc2764,2025-01-01T22:41:03.096Z,2025-01-01T22:41:03.096Z,,Chilled Water Coils,Chilled Water Cooling Coils,24074cf0-d09f-4f23-b6e5-866c864d4844,23 82 16.16
65f2c75e-9d10-4ec6-a66d-1c464853e044,2025-01-01T22:41:03.096Z,2025-01-01T22:41:03.096Z,,Chilled Water Storage Systems,Water-Based Storage,b75f16c0-0621-4c40-8a79-fd2a81b3caa4,23 85 16
98b7049c-daf2-4338-a25e-350d44a5f64f,2025-01-02T19:33:56.124Z,2025-01-02T19:33:56.124Z,,Chokes and Inductors,"Chokes and inductors are passive electrical components used to limit alternating current (AC) while allowing direct current (DC) to pass, commonly utilized for filtering, energy storage, and controlling electromagnetic interference in power systems.",d3352a89-05d6-4a8c-88de-5502879c8663,26 35 16
e649fab3-65ec-43ce-8092-19e4858c8f6f,2025-01-02T19:41:26.597Z,2025-01-02T19:41:26.597Z,,Classified Location Lighting,"Classified location lighting comprises lighting systems designed for use in hazardous environments, engineered to prevent ignition of flammable gases, vapors, or dust through explosion-proof or intrinsically safe designs.",b61997ad-005d-4d62-bf16-ab6a8fc4791c,26 54 00
9c0c873c-17fb-4204-8245-14795bf1d475,2025-01-01T22:41:03.096Z,2025-01-01T22:41:03.096Z,,Clean-Agent Fire-Extinguishing Systems,Clean Agent Systems,b9d297c0-e088-4fa2-855d-029491de5baf,21 22 00
3f4f28d0-b89e-44d4-a324-5bf4418f7bff,2024-02-01T20:10:35.428Z,2024-02-01T20:10:35.428Z,,"Closed-Circuit, Forced-Draft Cooling Towers","Closed-Circuit, Forced-Draft Cooling Towers",9ee41e42-2d7c-4e12-8180-d031625fa70a,23 65 13.16
ec16caf1-d7ac-4cd3-b68d-f64da61c471a,2024-02-01T20:10:38.325Z,2024-02-01T20:10:38.325Z,,"Closed-Circuit, Induced-Draft Combined-Flow Cooling Towers","Closed-Circuit, Induced-Draft Combined-Flow Cooling Towers",ad0cfb9a-6fe3-4549-a41d-f1bb24b6ca03,23 65 14.17
a433ebd6-5dd7-4c2d-b903-83263aa4ba4c,2024-02-01T20:10:37.745Z,2024-02-01T20:10:37.745Z,,"Closed-Circuit, Induced-Draft Counterflow Cooling Towers","Closed-Circuit, Induced-Draft Counterflow Cooling Towers",ad0cfb9a-6fe3-4549-a41d-f1bb24b6ca03,23 65 14.16
4bfc9836-4c85-4e50-9e0d-7cbfbba828df,2025-01-01T22:41:03.096Z,2025-01-01T22:41:03.096Z,,Closed Loop Ground-Source Heat Pumps,Closed Loop Geothermal Systems,b67b7e87-ade7-41e3-8e63-f4b3b92a52ee,23 81 49.13
74492fc5-2b31-481f-bf80-c260535096b2,2025-01-01T22:41:03.096Z,2025-01-01T22:41:03.096Z,,Closed Transition ATS,Closed Transition Transfer,58ed09c4-545e-48cd-b0be-c708f1743b3b,26 36 23.16
acb3da52-f060-4443-827f-f9c99d070f0c,2025-01-01T22:41:03.096Z,2025-01-01T22:41:03.096Z,,Cold Climate Heat Pumps,Low Temperature Heat Pumps,dbe0d90e-013e-49b3-b002-e1700b06393c,23 81 43.16
8d9504dd-c98c-465d-aac2-fb1f7410cf84,2025-01-01T22:41:03.096Z,2025-01-01T22:41:03.096Z,,Common Motor Requirements for HVAC,Standard Motor Requirements,1c59dd9d-167d-488a-98bf-c2302adb8a1f,23 05 13
1c59dd9d-167d-488a-98bf-c2302adb8a1f,2025-01-01T22:41:03.096Z,2025-01-01T22:41:03.096Z,,Common Work Results for HVAC,Common HVAC Components and Requirements,e4a1b368-9968-49fe-ae3f-be45511209e9,23 05 00
9d09fa82-e372-4733-8c0a-141c5f5762b1,2024-02-01T20:10:48.690Z,2024-02-01T20:10:48.690Z,,Computer-Room Air-Conditioners,Computer-Room Air-Conditioners,174183bd-4857-40f0-8a58-b4765dc80652,23 81 23
b73a22a7-74e1-4f60-ada5-abb34bf9664f,2024-02-01T20:10:50.547Z,2024-02-01T20:10:50.547Z,,"Computer-Room Air-Conditioners, Ceiling Mounted Units","Computer-Room Air-Conditioners, Ceiling Mounted Units",9d09fa82-e372-4733-8c0a-141c5f5762b1,23 81 23.13
8afb0b5f-68c8-4f64-ad28-f5763b75ffd8,2024-02-01T20:10:51.125Z,2024-02-01T20:10:51.125Z,,"Computer-Room Air-Conditioners, Console Units","Computer-Room Air-Conditioners, Console Units",9d09fa82-e372-4733-8c0a-141c5f5762b1,23 81 23.14
35ca80be-041d-4bd6-81bf-043128c45686,2024-02-01T20:10:51.715Z,2024-02-01T20:10:51.715Z,,"Computer-Room Air-Conditioners, Rack Mounted, Space-Cooling Units","Computer-Room Air-Conditioners, Rack Mounted, Space-Cooling Units",9d09fa82-e372-4733-8c0a-141c5f5762b1,23 81 23.16
d34ea51d-245d-4de8-96c5-80f1ea65fd82,2024-02-01T20:10:52.285Z,2024-02-01T20:10:52.285Z,,"Computer-Room, Rack-Cooling Equipment","Computer-Room, Rack-Cooling Equipment",9d09fa82-e372-4733-8c0a-141c5f5762b1,23 81 23.18
a8f2e2f0-870a-494f-86ad-900740254871,2024-02-01T20:10:22.645Z,2024-02-01T20:10:22.645Z,,Condensing Boilers,Condensing Boilers,60b323a2-cc25-421d-822f-c3bc9a601b18,23 52 16
d47ff4a3-2ee3-4e68-9266-03b28b79b65a,2025-01-01T22:41:03.096Z,2025-01-01T22:41:03.096Z,,Console Water-Source Heat Pumps,Console WSHP Units,21c6116c-ff61-4fc8-9328-cc3623aa7543,23 81 46.13
e6eb2be4-fedf-4758-b16b-13e9440774f4,2025-01-02T16:25:37.086Z,2025-01-02T16:25:37.086Z,,Constant Air Volume Units,"A Constant Air Volume (CAV) unit maintains a fixed airflow rate while varying the supply air temperature to meet space heating and cooling loads, making it suitable for areas with consistent occupancy like laboratories and hospitals where precise environmental control is needed.",f84d88fe-33b6-4035-b0a2-4a5b5e4dbaf0,23 36 13
b87a3083-e0e9-4715-8c5f-64be0f247b9f,2025-01-02T17:09:22.366Z,2025-01-02T17:09:22.366Z,,Convectors,"Convectors are heating devices that warm spaces by drawing cool air over a heated surface (typically a finned coil), causing the air to rise and circulate, providing efficient and even heat distribution in residential and commercial buildings.",6982528f-31ed-4a2c-adb7-f361fa284b6f,23 82 33
ddf4a924-9c1c-46f2-aef7-172d3dfebef9,2024-02-01T20:10:33.734Z,2025-01-01T22:41:03.096Z,,Cooling Towers,Cooling Towers,e4a1b368-9968-49fe-ae3f-be45511209e9,23 65 00
62be95ab-b661-4cfb-bc6a-ed10d82fb0ac,2024-02-01T20:10:46.005Z,2024-02-01T20:10:46.005Z,,Custom Heating and Cooling Makeup Air-Conditioners,Custom Heating and Cooling Makeup Air-Conditioners,56ac6825-1e54-46c7-a84e-33b8ebd57530,23 75 33
beda9d78-f665-4332-80fa-4c9ebb63fa85,2024-02-01T20:10:45.437Z,2024-02-01T20:10:45.437Z,,Custom Heating and Ventilating Makeup-Air Units,Custom Heating and Ventilating Makeup-Air Units,56ac6825-1e54-46c7-a84e-33b8ebd57530,23 75 23
5b538db4-5461-4e9f-84b3-e88eaa53d907,2025-01-01T22:41:03.096Z,2025-01-02T16:52:05.573Z,,Custom Indoor Central-Station Air-Handling Units,"Custom indoor central-station air-handling units are complex HVAC systems designed to regulate and distribute conditioned air throughout a building, featuring modular configurations with components like filters, heating/cooling coils, fans, and air mixing chambers to provide precise temperature, humidity, and air quality control.",e2c6a92a-d155-49c2-9344-099111825947,23 73 14
56ac6825-1e54-46c7-a84e-33b8ebd57530,2024-02-01T20:10:44.352Z,2025-01-01T22:41:03.096Z,,Custom-Packaged Outdoor HVAC Equipment,Custom-Packaged Outdoor HVAC Equipment,e4a1b368-9968-49fe-ae3f-be45511209e9,23 75 00
